2^0,0.000000
2^1,0.000250
2^2,0.000000
2^0,0.000000
2^1,0.000000
2^2,0.000333
2^3,0.000250
2^4,0.000667
2^5,0.001000
2^6,0.001000
2^7,0.002333
2^8,0.004667
2^9,0.010000
2^10,0.022000
2^11,0.048667
2^12,0.113333
2^13,0.234500
2^14,0.509667
2^15,1.085333
2^16,2.369000
2^17,4.992000
2^18,10.589333
2^19,22.388667
2^20,47.658667
2^0,0.000000
2^1,0.000333
2^2,0.000333
2^3,0.000333
2^4,0.001000
2^5,0.001000
