2^0,0.000327
2^1,0.000316
2^2,0.000306
2^3,0.000306
2^4,0.000316
2^5,0.000327
2^6,0.000347
2^7,0.000327
2^8,0.000337
2^9,0.000388
2^10,0.000133
2^11,0.000398
2^12,0.000490
2^13,0.000480
2^14,0.000480
2^15,0.000745
2^16,0.001327
2^17,0.001663
2^18,0.002214
2^19,0.002153
2^20,0.002286
