2^0,0.000333
2^1,0.000250
2^2,0.000000
2^0,0.000000
2^1,0.000333
2^2,0.000667
2^3,0.000500
2^4,0.001000
2^5,0.000000
2^6,0.000250
2^7,0.001000
2^8,0.001000
2^9,0.000333
2^10,0.000750
2^11,0.001000
2^12,0.001000
2^13,0.000333
2^14,0.000667
2^15,0.000333
2^16,0.001000
2^17,0.001000
2^18,0.001000
2^19,0.001000
2^20,0.000000
